"差分更新方法","廃盤","品目区分","商品コード","商品名","商品名（カナ）","標準原価","通貨【標準取引通貨：仕入先マスタ】","単位容積","単位重量","関税率","消費税区分【消費税区分マスタ】","消費税率【消費税区分マスタ】","仕入先コード【仕入先マスタ 一覧】","仕入先名【仕入先マスタ 一覧】","仕入先ID","商品ID","消費税区分ID","食品検査対象","中分類ID","中分類名","大分類名","大分類ID","作成者","作成日時","更新者","更新日時"
,"false","PKG","0100068","木製サークル拡張箱","モクセイサークルカクチョウバコ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","93",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100069","木製段ボール3種初回版代","モクセイダンボール3シュショカイバンダイ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","94",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","CHG","0100070","フレックス300印版新規作成","フレックス300インバンシンキサクセイ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","95",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","CHG","0100071","フレックス400印版修正費","フレックス400インバンシュウセイヒ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","96",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100072","のぼれんにゃん外枠セット箱","ノボレンニャンソトワクセットバコ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","97",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100073","のぼれんにゃん製品箱","ノボレンニャンセイヒンバコ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","98",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100074","タギーズアソート箱","タギーズアソートバコ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","99",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100075","タギーズアソート箱パット","タギーズアソートバコパット",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","100",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100076","バンビーノ","バンビーノ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","101",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100077","バンビーノ印版","バンビーノシルシバン",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","102",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100078","キャリープラスベース用","キャリープラスベースヨウ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","103",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100079","コクヨPPC用紙ラベル A4 12面","コクヨPPCヨウシラベルA412メン",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","104",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100080","JTXエーワン再剥離ラベルシールA4","JTXエーワンサイハクリラベルシールA4",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","105",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100081","キングテープNB-4848透明","キングテープNB-4848トウメイ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","106",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100082","W-4箱830*290*765","W-4ハコ830*290*765",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","107",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100083","W-3箱825-280-765","W-3ハコ825-280-765",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","108",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100084","おもちゃケース透明窓フィルム(ショーン食器","オモチャケーストウメイマドフィルム(ショーンショッキ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","109",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100085","Petハイタイプアソート箱","Petハイタイプアソートバコ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","110",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100086","バックシートミラー","バックシートミラー",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","111",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100087","W-1 825*195*760","W-1825*195*760",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","112",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100088","KSS 4入りアウター","KSS4イリアウター",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","113",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100089","KSM4入りアウター","KSM4イリアウター",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","114",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100090","KSS4入りアウターふわふわ","KSS4イリアウターフワフワ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","115",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100091","角2封筒","カク2フウトウ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","116",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100092","コンフィケープ箱","コンフィケープバコ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","117",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100093","リージェントソファベット用ケースインナー","リージェントソファベットヨウケースインナー",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","118",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100094","リージェントソファベット用アウター","リージェントソファベットヨウアウター",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","119",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100095","木製のぼれんにゃんポール部品セット","モクセイノボレンニャンポールブヒンセット",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","120",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100096","petselectスタンドパネル","petselectスタンドパネル",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","121",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100097","木ののぼれんにゃんケース","キノノボレンニャンケース",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","122",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100098","ひなたニャンコ4","ヒナタニャンコ4",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","123",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100099","ひなたニャンコ2・3","ヒナタニャンコ2・3",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","124",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100100","ひなたニャンコ1","ヒナタニャンコ1",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","125",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100101","ひなたニャンコ5","ヒナタニャンコ5",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","126",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100102","木ののぼれんにゃんプレミアム","キノノボレンニャンプレミアム",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","127",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100103","ふわふわとおせんぼKS L2ケ入","フワフワトオセンボKSL2ケイリ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","128",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100104","ふわふわとおせんぼKS M2ケ入","フワフワトオセンボKSM2ケイリ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","129",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100105","ふわふわとおせんぼKS S2ケ入","フワフワトオセンボKSS2ケイリ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","130",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100106","木ののぼれんにゃん拡張パネル","キノノボレンニャンカクチョウパネル",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","131",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100107","ベビー収納ワゴン3個箱","ベビーシュウノウワゴン3コバコ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","132",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100108","ベビー収納ワゴン1個箱","ベビーシュウノウワゴン1コバコ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","133",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100109","ひなたニャンコそらまめ","ヒナタニャンコソラマメ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","134",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100110","ひなたニャンコさやえんどう","ヒナタニャンコサヤエンドウ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","135",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100111","ひなたニャンコ丸顔","ヒナタニャンコマルガオ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","136",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100112","プレミアム木ののぼれんにゃん拡張パネル","プレミアムキノノボレンニャンカクチョウパネル",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","137",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100113","アレンジパネルセット","アレンジパネルセット",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","138",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100114","アレンジパネル3個入り","アレンジパネル3コイリ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","139",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100115","ひつじのショーンプレイジム4個箱","ヒツジノショーンプレイジム4コバコ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","140",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100116","ひつじのショーンプレイジム1個箱","ヒツジノショーンプレイジム1コバコ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","141",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100117","バリアフリーⅡ本体+拡張セット","バリアフリーⅡホンタイ+カクチョウセット",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","142",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:31"
,"false","PKG","0100118","ペット薄型 大","ペットウスガタダイ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","143",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32"
,"false","PKG","0100119","ペット薄型小","ペットウスガタショウ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","144",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32"
,"false","PKG","0100120","ECケース","ECケース",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","145",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32"
,"false","PKG","0100121","G-5 755*80*660","G-5755*80*660",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","146",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32"
,"false","PKG","0100122","S-2 472*253*230 №35","S-2472*253*230№35",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","147",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32"
,"false","PKG","0100123","ふわKS L 1個入り","フワKSL1コイリ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","148",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32"
,"false","PKG","0100124","セーフティライト 3号","セーフティライト3ゴウ",,"USD",,,"0",,,"000010","佐川印刷株式会社","8","149",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32"
,"false","MRO","0120001","更紙 43g 四つ切 406x546mm","サラシ43gヨッツセツ406x546mm",,"USD",,,"0",,,"000012","NX商事 株式会社","10","150",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32"
,"false","MRO","0120002","OTケース 755X250X755 BF K5","OTケース755X250X755BFK5",,"USD",,,"0",,,"000012","NX商事 株式会社","10","151",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32"
,"false","MRO","0120003","ST-3 255x130x135x BF C5","ST-3255x130x135xBFC5",,"USD",,,"0",,,"000012","NX商事 株式会社","10","152",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32"
,"false","MRO","0120004","エアパッキン400ssx120x42巻","エアパッキン400ssx120x42カン",,"USD",,,"0",,,"000012","NX商事 株式会社","10","153",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32"
,"false","MRO","0120005","OPPテープ48X100m48 透明","OPPテープ48X100m48トウメイ",,"USD",,,"0",,,"000012","NX商事 株式会社","10","154",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32"
,"false","MRO","0120006","ST-4 558X393X591 BF C5","ST-4558X393X591BFC5",,"USD",,,"0",,,"000012","NX商事 株式会社","10","155",,"false",,,,,"池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32","池水法弘(ikemizu_norihiro)","2026/04/10 17:07:32"
